"","x"
"fin_0355-2047_1905-04-21_93-00005_759526.txt.lemmatized",1
"fin_0355-2047_1905-04-21_93-00006_759526.txt.lemmatized",14
"fin_0355-2047_1905-04-21_93-00007_759526.txt.lemmatized",8
"fin_0355-2047_1905-04-21_93-00008_759526.txt.lemmatized",15
"fin_0355-2047_1905-04-23_94A-00001_759527.txt.lemmatized",12
"fin_0355-2047_1905-04-23_94A-00002_759527.txt.lemmatized",2
"fin_0355-2047_1905-04-23_94A-00003_759527.txt.lemmatized",1
"fin_0355-2047_1905-04-23_94A-00004_759527.txt.lemmatized",1
"fin_0355-2047_1905-04-23_94A-00005_759527.txt.lemmatized",19
"fin_0355-2047_1905-04-23_94A-00006_759527.txt.lemmatized",14
"fin_0355-2047_1905-04-23_94A-00007_759527.txt.lemmatized",8
"fin_0355-2047_1905-04-23_94A-00008_759527.txt.lemmatized",3
"fin_0355-2047_1905-04-23_94B-00001_759528.txt.lemmatized",12
"fin_0355-2047_1905-04-23_94B-00002_759528.txt.lemmatized",18
"fin_0355-2047_1905-04-23_94B-00003_759528.txt.lemmatized",1
"fin_0355-2047_1905-04-23_94B-00004_759528.txt.lemmatized",1
"fin_0355-2047_1905-04-23_94B-00005_759528.txt.lemmatized",6
"fin_0355-2047_1905-04-23_94B-00006_759528.txt.lemmatized",3
"fin_0355-2047_1905-04-26_95-00001_759529.txt.lemmatized",12
"fin_0355-2047_1905-04-26_95-00002_759529.txt.lemmatized",18
"fin_0355-2047_1905-04-26_95-00003_759529.txt.lemmatized",1
"fin_0355-2047_1905-04-26_95-00004_759529.txt.lemmatized",1
"fin_0355-2047_1905-04-26_95-00005_759529.txt.lemmatized",1
"fin_0355-2047_1905-04-26_95-00006_759529.txt.lemmatized",14
"fin_0355-2047_1905-04-26_95-00007_759529.txt.lemmatized",8
"fin_0355-2047_1905-04-26_95-00008_759529.txt.lemmatized",3
"fin_0355-2047_1905-04-27_96-00001_759530.txt.lemmatized",12
"fin_0355-2047_1905-04-27_96-00002_759530.txt.lemmatized",18
"fin_0355-2047_1905-04-27_96-00003_759530.txt.lemmatized",1
"fin_0355-2047_1905-04-27_96-00004_759530.txt.lemmatized",1
"fin_0355-2047_1905-04-27_96-00005_759530.txt.lemmatized",14
"fin_0355-2047_1905-04-27_96-00006_759530.txt.lemmatized",14
"fin_0355-2047_1905-04-27_96-00007_759530.txt.lemmatized",8
"fin_0355-2047_1905-04-27_96-00008_759530.txt.lemmatized",15
"fin_0355-2047_1905-04-28_97-00001_759531.txt.lemmatized",12
"fin_0355-2047_1905-04-28_97-00002_759531.txt.lemmatized",18
"fin_0355-2047_1905-04-28_97-00003_759531.txt.lemmatized",20
"fin_0355-2047_1905-04-28_97-00004_759531.txt.lemmatized",1
"fin_0355-2047_1905-04-28_97-00005_759531.txt.lemmatized",1
"fin_0355-2047_1905-04-28_97-00006_759531.txt.lemmatized",14
"fin_0355-2047_1905-04-28_97-00007_759531.txt.lemmatized",1
"fin_0355-2047_1905-04-28_97-00008_759531.txt.lemmatized",15
"fin_0355-2047_1905-04-29_98-00001_759532.txt.lemmatized",12
"fin_0355-2047_1905-04-29_98-00002_759532.txt.lemmatized",18
"fin_0355-2047_1905-04-29_98-00003_759532.txt.lemmatized",1
"fin_0355-2047_1905-04-29_98-00004_759532.txt.lemmatized",1
"fin_0355-2047_1905-04-29_98-00005_759532.txt.lemmatized",1
"fin_0355-2047_1905-04-29_98-00006_759532.txt.lemmatized",14
"fin_0355-2047_1905-04-29_98-00007_759532.txt.lemmatized",8
"fin_0355-2047_1905-04-29_98-00008_759532.txt.lemmatized",15
"fin_0355-2047_1905-04-30_99A-00001_759533.txt.lemmatized",12
"fin_0355-2047_1905-04-30_99A-00002_759533.txt.lemmatized",2
"fin_0355-2047_1905-04-30_99A-00003_759533.txt.lemmatized",20
"fin_0355-2047_1905-04-30_99A-00004_759533.txt.lemmatized",1
"fin_0355-2047_1905-04-30_99A-00005_759533.txt.lemmatized",1
"fin_0355-2047_1905-04-30_99A-00006_759533.txt.lemmatized",14
"fin_0355-2047_1905-04-30_99A-00007_759533.txt.lemmatized",8
"fin_0355-2047_1905-04-30_99A-00008_759533.txt.lemmatized",3
"fin_0355-2047_1905-04-30_99B-00001_759534.txt.lemmatized",12
"fin_0355-2047_1905-04-30_99B-00002_759534.txt.lemmatized",1
"fin_0355-2047_1905-04-30_99B-00003_759534.txt.lemmatized",11
"fin_0355-2047_1905-04-30_99B-00004_759534.txt.lemmatized",3
"fin_0355-2047_1905-05-02_100-00001_759535.txt.lemmatized",12
"fin_0355-2047_1905-05-02_100-00002_759535.txt.lemmatized",10
"fin_0355-2047_1905-05-02_100-00003_759535.txt.lemmatized",11
"fin_0355-2047_1905-05-02_100-00004_759535.txt.lemmatized",7
"fin_0355-2047_1905-05-02_100-00005_759535.txt.lemmatized",9
"fin_0355-2047_1905-05-02_100-00006_759535.txt.lemmatized",8
"fin_0355-2047_1905-05-03_101-00001_759536.txt.lemmatized",12
"fin_0355-2047_1905-05-03_101-00002_759536.txt.lemmatized",18
"fin_0355-2047_1905-05-03_101-00003_759536.txt.lemmatized",20
"fin_0355-2047_1905-05-03_101-00004_759536.txt.lemmatized",13
"fin_0355-2047_1905-05-03_101-00005_759536.txt.lemmatized",19
"fin_0355-2047_1905-05-03_101-00006_759536.txt.lemmatized",4
"fin_0355-2047_1905-05-03_101-00007_759536.txt.lemmatized",8
"fin_0355-2047_1905-05-03_101-00008_759536.txt.lemmatized",15
"fin_0355-2047_1905-05-04_102-00001_759537.txt.lemmatized",12
"fin_0355-2047_1905-05-04_102-00002_759537.txt.lemmatized",18
"fin_0355-2047_1905-05-04_102-00003_759537.txt.lemmatized",13
"fin_0355-2047_1905-05-04_102-00004_759537.txt.lemmatized",5
"fin_0355-2047_1905-05-04_102-00005_759537.txt.lemmatized",19
"fin_0355-2047_1905-05-04_102-00006_759537.txt.lemmatized",4
"fin_0355-2047_1905-05-04_102-00007_759537.txt.lemmatized",16
"fin_0355-2047_1905-05-04_102-00008_759537.txt.lemmatized",15
"fin_0355-2047_1905-05-05_103-00001_759538.txt.lemmatized",12
"fin_0355-2047_1905-05-05_103-00002_759538.txt.lemmatized",18
"fin_0355-2047_1905-05-05_103-00003_759538.txt.lemmatized",20
"fin_0355-2047_1905-05-05_103-00004_759538.txt.lemmatized",13
"fin_0355-2047_1905-05-05_103-00005_759538.txt.lemmatized",13
"fin_0355-2047_1905-05-05_103-00006_759538.txt.lemmatized",4
"fin_0355-2047_1905-05-05_103-00007_759538.txt.lemmatized",8
"fin_0355-2047_1905-05-05_103-00008_759538.txt.lemmatized",15
"fin_0355-2047_1905-05-06_104-00001_759539.txt.lemmatized",12
"fin_0355-2047_1905-05-06_104-00002_759539.txt.lemmatized",18
"fin_0355-2047_1905-05-06_104-00003_759539.txt.lemmatized",20
"fin_0355-2047_1905-05-06_104-00004_759539.txt.lemmatized",13
"fin_0355-2047_1905-05-06_104-00005_759539.txt.lemmatized",19
"fin_0355-2047_1905-05-06_104-00006_759539.txt.lemmatized",4
"fin_0355-2047_1905-05-06_104-00007_759539.txt.lemmatized",8
"fin_0355-2047_1905-05-06_104-00008_759539.txt.lemmatized",15
"fin_0355-2047_1905-05-07_105A-00001_759540.txt.lemmatized",12
"fin_0355-2047_1905-05-07_105A-00002_759540.txt.lemmatized",2
"fin_0355-2047_1905-05-07_105A-00003_759540.txt.lemmatized",13
"fin_0355-2047_1905-05-07_105A-00004_759540.txt.lemmatized",13
"fin_0355-2047_1905-05-07_105A-00005_759540.txt.lemmatized",4
"fin_0355-2047_1905-05-07_105A-00006_759540.txt.lemmatized",4
"fin_0355-2047_1905-05-07_105A-00007_759540.txt.lemmatized",8
"fin_0355-2047_1905-05-07_105A-00008_759540.txt.lemmatized",3
"fin_0355-2047_1905-05-07_105B-00001_759541.txt.lemmatized",18
"fin_0355-2047_1905-05-07_105B-00002_759541.txt.lemmatized",9
"fin_0355-2047_1905-05-07_105B-00003_759541.txt.lemmatized",11
"fin_0355-2047_1905-05-07_105B-00004_759541.txt.lemmatized",3
"fin_0355-2047_1905-05-09_106-00001_759542.txt.lemmatized",12
"fin_0355-2047_1905-05-09_106-00002_759542.txt.lemmatized",2
"fin_0355-2047_1905-05-09_106-00003_759542.txt.lemmatized",20
"fin_0355-2047_1905-05-09_106-00004_759542.txt.lemmatized",5
"fin_0355-2047_1905-05-09_106-00005_759542.txt.lemmatized",19
"fin_0355-2047_1905-05-09_106-00006_759542.txt.lemmatized",4
"fin_0355-2047_1905-05-09_106-00007_759542.txt.lemmatized",8
"fin_0355-2047_1905-05-09_106-00008_759542.txt.lemmatized",3
"fin_0355-2047_1905-05-10_107-00001_759543.txt.lemmatized",12
"fin_0355-2047_1905-05-10_107-00002_759543.txt.lemmatized",18
"fin_0355-2047_1905-05-10_107-00003_759543.txt.lemmatized",13
"fin_0355-2047_1905-05-10_107-00004_759543.txt.lemmatized",13
"fin_0355-2047_1905-05-10_107-00005_759543.txt.lemmatized",19
"fin_0355-2047_1905-05-10_107-00006_759543.txt.lemmatized",4
"fin_0355-2047_1905-05-10_107-00007_759543.txt.lemmatized",8
"fin_0355-2047_1905-05-10_107-00008_759543.txt.lemmatized",15
"fin_0355-2047_1905-05-11_108-00001_759544.txt.lemmatized",12
"fin_0355-2047_1905-05-11_108-00002_759544.txt.lemmatized",20
"fin_0355-2047_1905-05-11_108-00003_759544.txt.lemmatized",20
"fin_0355-2047_1905-05-11_108-00004_759544.txt.lemmatized",13
"fin_0355-2047_1905-05-11_108-00005_759544.txt.lemmatized",4
"fin_0355-2047_1905-05-11_108-00006_759544.txt.lemmatized",20
"fin_0355-2047_1905-05-11_108-00007_759544.txt.lemmatized",8
"fin_0355-2047_1905-05-11_108-00008_759544.txt.lemmatized",15
"fin_0355-2047_1905-05-11_108-00009_759544.txt.lemmatized",2
"fin_0355-2047_1905-05-11_108-00010_759544.txt.lemmatized",2
"fin_0355-2047_1905-05-12_109-00001_759545.txt.lemmatized",12
"fin_0355-2047_1905-05-12_109-00002_759545.txt.lemmatized",18
"fin_0355-2047_1905-05-12_109-00003_759545.txt.lemmatized",13
"fin_0355-2047_1905-05-12_109-00004_759545.txt.lemmatized",13
"fin_0355-2047_1905-05-12_109-00005_759545.txt.lemmatized",4
"fin_0355-2047_1905-05-12_109-00006_759545.txt.lemmatized",13
"fin_0355-2047_1905-05-12_109-00007_759545.txt.lemmatized",8
"fin_0355-2047_1905-05-12_109-00008_759545.txt.lemmatized",15
"fin_0355-2047_1905-05-13_110-00001_759546.txt.lemmatized",12
"fin_0355-2047_1905-05-13_110-00002_759546.txt.lemmatized",18
"fin_0355-2047_1905-05-13_110-00003_759546.txt.lemmatized",20
"fin_0355-2047_1905-05-13_110-00004_759546.txt.lemmatized",13
"fin_0355-2047_1905-05-13_110-00005_759546.txt.lemmatized",19
"fin_0355-2047_1905-05-13_110-00006_759546.txt.lemmatized",4
"fin_0355-2047_1905-05-13_110-00007_759546.txt.lemmatized",8
"fin_0355-2047_1905-05-13_110-00008_759546.txt.lemmatized",15
"fin_0355-2047_1905-05-14_111A-00001_759547.txt.lemmatized",12
"fin_0355-2047_1905-05-14_111A-00002_759547.txt.lemmatized",2
"fin_0355-2047_1905-05-14_111A-00003_759547.txt.lemmatized",13
"fin_0355-2047_1905-05-14_111A-00004_759547.txt.lemmatized",13
"fin_0355-2047_1905-05-14_111A-00005_759547.txt.lemmatized",4
"fin_0355-2047_1905-05-14_111A-00006_759547.txt.lemmatized",13
"fin_0355-2047_1905-05-14_111A-00007_759547.txt.lemmatized",8
"fin_0355-2047_1905-05-14_111A-00008_759547.txt.lemmatized",3
"fin_0355-2047_1905-05-14_111B-00001_759548.txt.lemmatized",12
"fin_0355-2047_1905-05-14_111B-00002_759548.txt.lemmatized",11
"fin_0355-2047_1905-05-14_111B-00003_759548.txt.lemmatized",11
"fin_0355-2047_1905-05-14_111B-00004_759548.txt.lemmatized",3
"fin_0355-2047_1905-05-16_112-00001_759549.txt.lemmatized",12
"fin_0355-2047_1905-05-16_112-00002_759549.txt.lemmatized",18
"fin_0355-2047_1905-05-16_112-00003_759549.txt.lemmatized",20
"fin_0355-2047_1905-05-16_112-00004_759549.txt.lemmatized",1
"fin_0355-2047_1905-05-16_112-00005_759549.txt.lemmatized",19
"fin_0355-2047_1905-05-16_112-00006_759549.txt.lemmatized",14
"fin_0355-2047_1905-05-16_112-00007_759549.txt.lemmatized",8
"fin_0355-2047_1905-05-16_112-00008_759549.txt.lemmatized",15
"fin_0355-2047_1905-05-17_113-00001_759550.txt.lemmatized",12
"fin_0355-2047_1905-05-17_113-00002_759550.txt.lemmatized",18
"fin_0355-2047_1905-05-17_113-00003_759550.txt.lemmatized",20
"fin_0355-2047_1905-05-17_113-00004_759550.txt.lemmatized",1
"fin_0355-2047_1905-05-17_113-00005_759550.txt.lemmatized",14
"fin_0355-2047_1905-05-17_113-00006_759550.txt.lemmatized",14
"fin_0355-2047_1905-05-17_113-00007_759550.txt.lemmatized",8
"fin_0355-2047_1905-05-17_113-00008_759550.txt.lemmatized",15
"fin_0355-2047_1905-05-18_114-00001_759551.txt.lemmatized",12
"fin_0355-2047_1905-05-18_114-00002_759551.txt.lemmatized",2
"fin_0355-2047_1905-05-18_114-00003_759551.txt.lemmatized",20
"fin_0355-2047_1905-05-18_114-00004_759551.txt.lemmatized",1
"fin_0355-2047_1905-05-18_114-00005_759551.txt.lemmatized",14
"fin_0355-2047_1905-05-18_114-00006_759551.txt.lemmatized",14
"fin_0355-2047_1905-05-18_114-00007_759551.txt.lemmatized",8
"fin_0355-2047_1905-05-18_114-00008_759551.txt.lemmatized",15
"fin_0355-2047_1905-05-19_115-00001_759552.txt.lemmatized",12
"fin_0355-2047_1905-05-19_115-00002_759552.txt.lemmatized",18
"fin_0355-2047_1905-05-19_115-00003_759552.txt.lemmatized",1
"fin_0355-2047_1905-05-19_115-00004_759552.txt.lemmatized",14
"fin_0355-2047_1905-05-19_115-00005_759552.txt.lemmatized",1
"fin_0355-2047_1905-05-19_115-00006_759552.txt.lemmatized",14
"fin_0355-2047_1905-05-19_115-00007_759552.txt.lemmatized",8
"fin_0355-2047_1905-05-19_115-00008_759552.txt.lemmatized",15
"fin_0355-2047_1905-05-20_116-00001_759553.txt.lemmatized",12
"fin_0355-2047_1905-05-20_116-00002_759553.txt.lemmatized",18
"fin_0355-2047_1905-05-20_116-00003_759553.txt.lemmatized",1
"fin_0355-2047_1905-05-20_116-00004_759553.txt.lemmatized",1
"fin_0355-2047_1905-05-20_116-00005_759553.txt.lemmatized",14
"fin_0355-2047_1905-05-20_116-00006_759553.txt.lemmatized",14
"fin_0355-2047_1905-05-20_116-00007_759553.txt.lemmatized",8
"fin_0355-2047_1905-05-20_116-00008_759553.txt.lemmatized",15
"fin_0355-2047_1905-05-21_117A-00001_759554.txt.lemmatized",12
"fin_0355-2047_1905-05-21_117A-00002_759554.txt.lemmatized",2
"fin_0355-2047_1905-05-21_117A-00003_759554.txt.lemmatized",1
"fin_0355-2047_1905-05-21_117A-00004_759554.txt.lemmatized",1
"fin_0355-2047_1905-05-21_117A-00005_759554.txt.lemmatized",1
"fin_0355-2047_1905-05-21_117A-00006_759554.txt.lemmatized",14
"fin_0355-2047_1905-05-21_117A-00007_759554.txt.lemmatized",8
"fin_0355-2047_1905-05-21_117A-00008_759554.txt.lemmatized",3
"fin_0355-2047_1905-05-21_117B-00001_759555.txt.lemmatized",12
"fin_0355-2047_1905-05-21_117B-00002_759555.txt.lemmatized",12
"fin_0355-2047_1905-05-21_117B-00003_759555.txt.lemmatized",1
"fin_0355-2047_1905-05-21_117B-00004_759555.txt.lemmatized",8
"fin_0355-2047_1905-05-21_117B-00005_759555.txt.lemmatized",3
"fin_0355-2047_1905-05-21_117B-00006_759555.txt.lemmatized",3
"fin_0355-2047_1905-05-23_118-00002_759556.txt.lemmatized",2
"fin_0355-2047_1905-05-23_118-00003_759556.txt.lemmatized",20
"fin_0355-2047_1905-05-23_118-00004_759556.txt.lemmatized",13
"fin_0355-2047_1905-05-23_118-00005_759556.txt.lemmatized",19
"fin_0355-2047_1905-05-23_118-00006_759556.txt.lemmatized",4
"fin_0355-2047_1905-05-23_118-00007_759556.txt.lemmatized",8
"fin_0355-2047_1905-05-23_118-00008_759556.txt.lemmatized",15
"fin_0355-2047_1905-05-24_119-00001_759557.txt.lemmatized",12
"fin_0355-2047_1905-05-24_119-00002_759557.txt.lemmatized",13
"fin_0355-2047_1905-05-24_119-00003_759557.txt.lemmatized",20
"fin_0355-2047_1905-05-24_119-00004_759557.txt.lemmatized",5
"fin_0355-2047_1905-05-24_119-00005_759557.txt.lemmatized",4
"fin_0355-2047_1905-05-24_119-00006_759557.txt.lemmatized",8
"fin_0355-2047_1905-05-25_120-00001_759558.txt.lemmatized",12
"fin_0355-2047_1905-05-25_120-00002_759558.txt.lemmatized",18
"fin_0355-2047_1905-05-25_120-00003_759558.txt.lemmatized",20
"fin_0355-2047_1905-05-25_120-00004_759558.txt.lemmatized",13
"fin_0355-2047_1905-05-25_120-00005_759558.txt.lemmatized",11
"fin_0355-2047_1905-05-25_120-00006_759558.txt.lemmatized",4
"fin_0355-2047_1905-05-25_120-00007_759558.txt.lemmatized",8
"fin_0355-2047_1905-05-25_120-00008_759558.txt.lemmatized",15
"fin_0355-2047_1905-05-26_121-00001_759559.txt.lemmatized",12
"fin_0355-2047_1905-05-26_121-00002_759559.txt.lemmatized",18
"fin_0355-2047_1905-05-26_121-00003_759559.txt.lemmatized",5
"fin_0355-2047_1905-05-26_121-00004_759559.txt.lemmatized",7
"fin_0355-2047_1905-05-26_121-00005_759559.txt.lemmatized",4
"fin_0355-2047_1905-05-26_121-00006_759559.txt.lemmatized",16
"fin_0355-2047_1905-05-26_121-00007_759559.txt.lemmatized",8
"fin_0355-2047_1905-05-26_121-00008_759559.txt.lemmatized",15
"fin_0355-2047_1905-05-27_122-00001_759560.txt.lemmatized",12
"fin_0355-2047_1905-05-27_122-00002_759560.txt.lemmatized",18
"fin_0355-2047_1905-05-27_122-00003_759560.txt.lemmatized",20
"fin_0355-2047_1905-05-27_122-00004_759560.txt.lemmatized",13
"fin_0355-2047_1905-05-27_122-00005_759560.txt.lemmatized",7
"fin_0355-2047_1905-05-27_122-00006_759560.txt.lemmatized",6
"fin_0355-2047_1905-05-27_122-00007_759560.txt.lemmatized",8
"fin_0355-2047_1905-05-27_122-00008_759560.txt.lemmatized",15
"fin_0355-2047_1905-05-28_123A-00001_759561.txt.lemmatized",12
"fin_0355-2047_1905-05-28_123A-00002_759561.txt.lemmatized",20
"fin_0355-2047_1905-05-28_123A-00003_759561.txt.lemmatized",13
"fin_0355-2047_1905-05-28_123A-00004_759561.txt.lemmatized",13
"fin_0355-2047_1905-05-28_123A-00005_759561.txt.lemmatized",4
"fin_0355-2047_1905-05-28_123A-00006_759561.txt.lemmatized",9
"fin_0355-2047_1905-05-28_123A-00007_759561.txt.lemmatized",8
"fin_0355-2047_1905-05-28_123A-00008_759561.txt.lemmatized",15
"fin_0355-2047_1905-05-28_123B-00001_759562.txt.lemmatized",12
"fin_0355-2047_1905-05-28_123B-00002_759562.txt.lemmatized",11
"fin_0355-2047_1905-05-28_123B-00003_759562.txt.lemmatized",11
"fin_0355-2047_1905-05-28_123B-00004_759562.txt.lemmatized",6
"fin_0355-2047_1905-05-28_123B-00005_759562.txt.lemmatized",3
"fin_0355-2047_1905-05-30_124-00001_759563.txt.lemmatized",12
"fin_0355-2047_1905-05-30_124-00002_759563.txt.lemmatized",18
"fin_0355-2047_1905-05-30_124-00003_759563.txt.lemmatized",20
"fin_0355-2047_1905-05-30_124-00004_759563.txt.lemmatized",11
"fin_0355-2047_1905-05-30_124-00005_759563.txt.lemmatized",19
"fin_0355-2047_1905-05-30_124-00006_759563.txt.lemmatized",4
"fin_0355-2047_1905-05-30_124-00007_759563.txt.lemmatized",8
"fin_0355-2047_1905-05-30_124-00008_759563.txt.lemmatized",3
"fin_0355-2047_1905-05-31_125-00001_759564.txt.lemmatized",12
"fin_0355-2047_1905-05-31_125-00002_759564.txt.lemmatized",12
"fin_0355-2047_1905-05-31_125-00003_759564.txt.lemmatized",20
"fin_0355-2047_1905-05-31_125-00004_759564.txt.lemmatized",13
"fin_0355-2047_1905-05-31_125-00005_759564.txt.lemmatized",7
"fin_0355-2047_1905-05-31_125-00006_759564.txt.lemmatized",9
"fin_0355-2047_1905-05-31_125-00007_759564.txt.lemmatized",8
"fin_0355-2047_1905-05-31_125-00008_759564.txt.lemmatized",15
"fin_0355-2047_1905-06-01_126A-00001_759565.txt.lemmatized",12
"fin_0355-2047_1905-06-01_126A-00002_759565.txt.lemmatized",20
"fin_0355-2047_1905-06-01_126A-00003_759565.txt.lemmatized",20
"fin_0355-2047_1905-06-01_126A-00004_759565.txt.lemmatized",7
"fin_0355-2047_1905-06-01_126A-00005_759565.txt.lemmatized",4
"fin_0355-2047_1905-06-01_126A-00006_759565.txt.lemmatized",8
"fin_0355-2047_1905-06-01_126B-00001_759566.txt.lemmatized",12
"fin_0355-2047_1905-06-01_126B-00002_759566.txt.lemmatized",13
"fin_0355-2047_1905-06-01_126B-00003_759566.txt.lemmatized",6
"fin_0355-2047_1905-06-01_126B-00004_759566.txt.lemmatized",15
"fin_0355-2047_1905-06-03_127-00001_759570.txt.lemmatized",12
"fin_0355-2047_1905-06-03_127-00002_759570.txt.lemmatized",18
"fin_0355-2047_1905-06-03_127-00003_759570.txt.lemmatized",20
"fin_0355-2047_1905-06-03_127-00004_759570.txt.lemmatized",7
"fin_0355-2047_1905-06-03_127-00005_759570.txt.lemmatized",4
"fin_0355-2047_1905-06-03_127-00006_759570.txt.lemmatized",9
"fin_0355-2047_1905-06-03_127-00007_759570.txt.lemmatized",8
"fin_0355-2047_1905-06-03_127-00008_759570.txt.lemmatized",15
"fin_0355-2047_1905-06-04_128A-00002_759568.txt.lemmatized",20
"fin_0355-2047_1905-06-04_128A-00003_759568.txt.lemmatized",13
"fin_0355-2047_1905-06-04_128A-00004_759568.txt.lemmatized",7
"fin_0355-2047_1905-06-04_128A-00005_759568.txt.lemmatized",4
"fin_0355-2047_1905-06-04_128A-00006_759568.txt.lemmatized",9
"fin_0355-2047_1905-06-04_128A-00007_759568.txt.lemmatized",13
"fin_0355-2047_1905-06-04_128A-00008_759568.txt.lemmatized",3
"fin_0355-2047_1905-06-04_128B-00001_759567.txt.lemmatized",12
"fin_0355-2047_1905-06-04_128B-00002_759567.txt.lemmatized",11
"fin_0355-2047_1905-06-04_128B-00003_759567.txt.lemmatized",11
"fin_0355-2047_1905-06-04_128B-00004_759567.txt.lemmatized",3
"fin_0355-2047_1905-06-06_129-00001_759569.txt.lemmatized",12
"fin_0355-2047_1905-06-06_129-00002_759569.txt.lemmatized",18
"fin_0355-2047_1905-06-06_129-00003_759569.txt.lemmatized",5
"fin_0355-2047_1905-06-06_129-00004_759569.txt.lemmatized",13
"fin_0355-2047_1905-06-06_129-00005_759569.txt.lemmatized",7
"fin_0355-2047_1905-06-06_129-00006_759569.txt.lemmatized",4
"fin_0355-2047_1905-06-06_129-00007_759569.txt.lemmatized",8
"fin_0355-2047_1905-06-06_129-00008_759569.txt.lemmatized",15
"fin_0355-2047_1905-06-07_130-00001_759571.txt.lemmatized",12
"fin_0355-2047_1905-06-07_130-00002_759571.txt.lemmatized",18
"fin_0355-2047_1905-06-07_130-00003_759571.txt.lemmatized",13
"fin_0355-2047_1905-06-07_130-00004_759571.txt.lemmatized",13
"fin_0355-2047_1905-06-07_130-00005_759571.txt.lemmatized",7
"fin_0355-2047_1905-06-07_130-00007_759571.txt.lemmatized",16
"fin_0355-2047_1905-06-07_130-00008_759571.txt.lemmatized",15
"fin_0355-2047_1905-06-08_131-00001_759572.txt.lemmatized",12
"fin_0355-2047_1905-06-08_131-00002_759572.txt.lemmatized",9
"fin_0355-2047_1905-06-08_131-00003_759572.txt.lemmatized",13
"fin_0355-2047_1905-06-08_131-00004_759572.txt.lemmatized",13
"fin_0355-2047_1905-06-08_131-00005_759572.txt.lemmatized",13
"fin_0355-2047_1905-06-08_131-00006_759572.txt.lemmatized",4
"fin_0355-2047_1905-06-08_131-00007_759572.txt.lemmatized",8
"fin_0355-2047_1905-06-08_131-00008_759572.txt.lemmatized",15
"fin_0355-2047_1905-06-09_132-00001_759574.txt.lemmatized",12
"fin_0355-2047_1905-06-09_132-00002_759574.txt.lemmatized",18
"fin_0355-2047_1905-06-09_132-00003_759574.txt.lemmatized",5
"fin_0355-2047_1905-06-09_132-00004_759574.txt.lemmatized",13
"fin_0355-2047_1905-06-09_132-00005_759574.txt.lemmatized",19
"fin_0355-2047_1905-06-09_132-00006_759574.txt.lemmatized",9
"fin_0355-2047_1905-06-09_132-00007_759574.txt.lemmatized",16
"fin_0355-2047_1905-06-09_132-00008_759574.txt.lemmatized",15
"fin_0355-2047_1905-06-10_133-00001_759573.txt.lemmatized",12
"fin_0355-2047_1905-06-10_133-00002_759573.txt.lemmatized",18
"fin_0355-2047_1905-06-10_133-00003_759573.txt.lemmatized",13
"fin_0355-2047_1905-06-10_133-00004_759573.txt.lemmatized",13
"fin_0355-2047_1905-06-10_133-00005_759573.txt.lemmatized",19
"fin_0355-2047_1905-06-10_133-00006_759573.txt.lemmatized",9
"fin_0355-2047_1905-06-10_133-00008_759573.txt.lemmatized",15
"fin_0355-2047_1905-06-11_134A-00001_759575.txt.lemmatized",12
"fin_0355-2047_1905-06-11_134A-00002_759575.txt.lemmatized",2
"fin_0355-2047_1905-06-11_134A-00003_759575.txt.lemmatized",13
"fin_0355-2047_1905-06-11_134A-00004_759575.txt.lemmatized",13
"fin_0355-2047_1905-06-11_134A-00005_759575.txt.lemmatized",4
"fin_0355-2047_1905-06-11_134A-00006_759575.txt.lemmatized",4
"fin_0355-2047_1905-06-11_134A-00007_759575.txt.lemmatized",8
"fin_0355-2047_1905-06-11_134A-00008_759575.txt.lemmatized",3
"fin_0355-2047_1905-06-11_134B-00001_759576.txt.lemmatized",12
"fin_0355-2047_1905-06-11_134B-00002_759576.txt.lemmatized",18
"fin_0355-2047_1905-06-11_134B-00003_759576.txt.lemmatized",11
"fin_0355-2047_1905-06-11_134B-00004_759576.txt.lemmatized",3
"fin_0355-2047_1905-06-14_135-00001_759577.txt.lemmatized",12
"fin_0355-2047_1905-06-14_135-00002_759577.txt.lemmatized",12
"fin_0355-2047_1905-06-14_135-00003_759577.txt.lemmatized",20
"fin_0355-2047_1905-06-14_135-00004_759577.txt.lemmatized",13
"fin_0355-2047_1905-06-14_135-00005_759577.txt.lemmatized",4
"fin_0355-2047_1905-06-14_135-00006_759577.txt.lemmatized",4
"fin_0355-2047_1905-06-14_135-00007_759577.txt.lemmatized",8
"fin_0355-2047_1905-06-14_135-00008_759577.txt.lemmatized",3
"fin_0355-2047_1905-06-15_136-00001_759578.txt.lemmatized",12
"fin_0355-2047_1905-06-15_136-00002_759578.txt.lemmatized",18
"fin_0355-2047_1905-06-15_136-00003_759578.txt.lemmatized",1
"fin_0355-2047_1905-06-15_136-00004_759578.txt.lemmatized",1
"fin_0355-2047_1905-06-15_136-00005_759578.txt.lemmatized",14
"fin_0355-2047_1905-06-15_136-00006_759578.txt.lemmatized",14
"fin_0355-2047_1905-06-15_136-00007_759578.txt.lemmatized",8
"fin_0355-2047_1905-06-15_136-00008_759578.txt.lemmatized",15
"fin_0355-2047_1905-06-16_137-00001_759579.txt.lemmatized",12
"fin_0355-2047_1905-06-16_137-00002_759579.txt.lemmatized",9
"fin_0355-2047_1905-06-16_137-00003_759579.txt.lemmatized",1
"fin_0355-2047_1905-06-16_137-00004_759579.txt.lemmatized",1
